latitude,longitude
42.27502441410,-79.75830078120
42.29171752930,-79.75830078120
42.30841064450,-79.75830078120
42.32501220700,-79.75830078120
42.34170532230,-79.75830078120
42.35839843750,-79.75830078120
42.37509155270,-79.75830078120
42.39178466800,-79.75830078120
42.40838623050,-79.75830078120
42.42498779300,-79.75830078120
42.44168090820,-79.75830078120
42.45837402340,-79.75830078120
42.47497558590,-79.75830078120
42.49169921880,-79.75830078120
42.27502441410,-79.74163818360
42.27502441410,-79.72497558590
42.29171752930,-79.74163818360
42.29171752930,-79.72497558590
42.29171752930,-79.70834350590
42.29171752930,-79.69165039060
42.29171752930,-79.67498779300
42.30841064450,-79.74163818360
42.30841064450,-79.72497558590
42.30841064450,-79.70834350590
42.30841064450,-79.69165039060
42.30841064450,-79.67498779300
42.30841064450,-79.65835571290
42.30841064450,-79.64166259770
42.32501220700,-79.74163818360
42.32501220700,-79.72497558590
42.32501220700,-79.70834350590
42.32501220700,-79.69165039060
42.32501220700,-79.67498779300
42.32501220700,-79.65835571290
42.32501220700,-79.64166259770
42.32501220700,-79.62493896480
42.32501220700,-79.60827636720
42.34170532230,-79.74163818360
42.34170532230,-79.72497558590
42.34170532230,-79.70834350590
42.34170532230,-79.69165039060
42.34170532230,-79.67498779300
42.34170532230,-79.65835571290
42.34170532230,-79.64166259770
42.34170532230,-79.62493896480
42.34170532230,-79.60827636720
42.34170532230,-79.59164428710
42.34170532230,-79.57495117190
42.35839843750,-79.74163818360
42.35839843750,-79.72497558590
42.35839843750,-79.70834350590
42.35839843750,-79.69165039060
42.35839843750,-79.67498779300
42.35839843750,-79.65835571290
42.35839843750,-79.64166259770
42.35839843750,-79.62493896480
42.35839843750,-79.60827636720
42.35839843750,-79.59164428710
42.35839843750,-79.57495117190
42.35839843750,-79.55828857420
42.35839843750,-79.54165649410
42.37509155270,-79.74163818360
42.37509155270,-79.72497558590
42.37509155270,-79.70834350590
42.37509155270,-79.69165039060
42.37509155270,-79.67498779300
42.37509155270,-79.65835571290
42.37509155270,-79.64166259770
42.37509155270,-79.62493896480
42.37509155270,-79.60827636720
42.37509155270,-79.59164428710
42.37509155270,-79.57495117190
42.37509155270,-79.55828857420
42.37509155270,-79.54165649410
42.37509155270,-79.52496337890
42.37509155270,-79.50830078120
42.39178466800,-79.74163818360
42.39178466800,-79.72497558590
42.39178466800,-79.70834350590
42.39178466800,-79.69165039060
42.39178466800,-79.67498779300
42.39178466800,-79.65835571290
42.39178466800,-79.64166259770
42.39178466800,-79.62493896480
42.39178466800,-79.60827636720
42.39178466800,-79.59164428710
42.39178466800,-79.57495117190
42.39178466800,-79.55828857420
42.39178466800,-79.54165649410
42.39178466800,-79.52496337890
42.39178466800,-79.50830078120
42.40838623050,-79.74163818360
42.40838623050,-79.72497558590
42.40838623050,-79.70834350590
42.40838623050,-79.69165039060
42.40838623050,-79.67498779300
42.40838623050,-79.65835571290
42.40838623050,-79.64166259770
42.40838623050,-79.62493896480
42.40838623050,-79.60827636720
42.40838623050,-79.59164428710
42.40838623050,-79.57495117190
42.40838623050,-79.55828857420
42.40838623050,-79.54165649410
42.40838623050,-79.52496337890
42.40838623050,-79.50830078120
42.42498779300,-79.74163818360
42.42498779300,-79.72497558590
42.42498779300,-79.70834350590
42.42498779300,-79.69165039060
42.42498779300,-79.67498779300
42.42498779300,-79.65835571290
42.42498779300,-79.64166259770
42.42498779300,-79.62493896480
42.42498779300,-79.60827636720
42.42498779300,-79.59164428710
42.42498779300,-79.57495117190
42.42498779300,-79.55828857420
42.42498779300,-79.54165649410
42.42498779300,-79.52496337890
42.42498779300,-79.50830078120
42.44168090820,-79.74163818360
42.44168090820,-79.72497558590
42.44168090820,-79.70834350590
42.44168090820,-79.69165039060
42.44168090820,-79.67498779300
42.44168090820,-79.65835571290
42.44168090820,-79.64166259770
42.44168090820,-79.62493896480
42.44168090820,-79.60827636720
42.44168090820,-79.59164428710
42.44168090820,-79.57495117190
42.44168090820,-79.55828857420
42.44168090820,-79.54165649410
42.44168090820,-79.52496337890
42.44168090820,-79.50830078120
42.45837402340,-79.74163818360
42.45837402340,-79.72497558590
42.45837402340,-79.70834350590
42.45837402340,-79.69165039060
42.45837402340,-79.67498779300
42.45837402340,-79.65835571290
42.45837402340,-79.64166259770
42.45837402340,-79.62493896480
